Customer ID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment
13174.0,38,7,4715.26,3,5,5,355,Loyal Customers
13175.0,179,2,831.45,1,2,3,123,Lost
13177.0,27,1,229.75,4,1,1,411,New Customers
13178.0,38,9,7737.0199999999995,3,5,5,355,Loyal Customers
13179.0,215,1,572.3100000000001,1,1,3,113,Lost
13180.0,204,1,86.10000000000001,1,1,1,111,Lost
13183.0,40,5,2576.32,3,4,5,345,Loyal Customers
13187.0,220,3,130.99,1,3,1,131,Need Attention
13190.0,140,3,570.66,2,3,3,233,Need Attention
13191.0,254,1,164.69,1,1,1,111,Lost
13192.0,132,4,1646.6399999999999,2,4,4,244,At Risk
13194.0,18,1,412.08,4,1,2,412,New Customers
13195.0,11,1,172.38,5,1,1,511,New Customers
13196.0,39,3,1271.06,3,3,4,334,Potential Loyalists
13197.0,206,1,373.01000000000005,1,1,2,112,Lost
13198.0,31,1,821.84,4,1,3,413,New Customers
13199.0,13,24,4838.1900000000005,5,5,5,555,Champions
13201.0,98,4,1240.6100000000001,2,4,4,244,At Risk
13202.0,46,6,1413.7,3,5,4,354,Loyal Customers
13203.0,31,5,1648.59,4,4,4,444,Champions
13204.0,327,1,966.6600000000001,1,1,4,114,Lost
13205.0,39,1,2803.2,3,1,5,315,Need Attention
13206.0,66,12,8064.12,3,5,5,355,Loyal Customers
13207.0,47,2,285.6,3,2,2,322,Need Attention
13208.0,45,3,764.6,3,3,3,333,Potential Loyalists
13209.0,110,5,2617.9,2,4,5,245,At Risk
13211.0,108,5,889.1,2,4,3,243,At Risk
13213.0,6,4,2044.57,5,4,5,545,Champions
13214.0,14,7,3264.23,5,5,5,555,Champions
13217.0,252,1,132.5,1,1,1,111,Lost
13219.0,214,1,76.23,1,1,1,111,Lost
13220.0,172,1,516.8,2,1,3,213,Lost
13222.0,174,1,88.5,2,1,1,211,Lost
13223.0,20,4,805.9200000000001,4,4,3,443,Champions
13225.0,17,9,9796.23,4,5,5,455,Champions
13230.0,24,13,2353.31,4,5,5,455,Champions
13233.0,17,2,571.34,4,2,3,423,New Customers
13234.0,269,2,356.95,1,2,2,122,Lost
13238.0,27,2,305.9,4,2,2,422,New Customers
13239.0,33,4,1265.1299999999999,4,4,4,444,Champions
13240.0,8,4,850.8,5,4,3,543,Champions
13241.0,8,1,115.58,5,1,1,511,New Customers
13242.0,48,4,429.0,3,4,2,342,Loyal Customers
13243.0,46,4,677.97,3,4,3,343,Loyal Customers
13245.0,28,1,558.72,4,1,3,413,New Customers
13246.0,4,4,1045.8899999999999,5,4,4,544,Champions
13249.0,85,5,643.84,2,4,3,243,At Risk
13250.0,57,2,256.04,3,2,2,322,Need Attention
13252.0,222,1,346.9,1,1,2,112,Lost
13253.0,27,2,1920.71,4,2,4,424,New Customers
13255.0,109,1,279.25,2,1,2,212,Lost
13257.0,32,1,149.75,4,1,1,411,New Customers
13259.0,169,6,827.01,2,5,3,253,At Risk
13262.0,197,1,232.41,1,1,1,111,Lost
13263.0,2,2,628.63,5,2,3,523,New Customers
13264.0,39,1,722.5600000000001,3,1,3,313,Need Attention
13266.0,10,7,2300.78,5,5,5,555,Champions
13267.0,19,12,3714.98,4,5,5,455,Champions
13269.0,35,11,2497.13,3,5,5,355,Loyal Customers
13274.0,6,1,360.85,5,1,2,512,New Customers
13275.0,228,1,180.16,1,1,1,111,Lost
13276.0,98,2,619.53,2,2,3,223,Lost
13277.0,66,2,153.5,3,2,1,321,Need Attention
13278.0,76,2,634.61,3,2,3,323,Need Attention
13280.0,24,3,1368.6299999999999,4,3,4,434,Need Attention
13281.0,35,1,350.85,3,1,2,312,Need Attention
13282.0,2,1,181.05,5,1,1,511,New Customers
13283.0,164,2,279.7,2,2,2,222,Lost
13285.0,197,2,655.47,1,2,3,123,Lost
13286.0,196,1,734.91,1,1,3,113,Lost
13287.0,199,3,781.59,1,3,3,133,Need Attention
13288.0,39,5,927.61,3,4,4,344,Loyal Customers
13289.0,320,1,307.95,1,1,2,112,Lost
13290.0,34,1,208.63,3,1,1,311,Need Attention
13291.0,10,10,2959.73,5,5,5,555,Champions
13292.0,12,3,415.57,5,3,2,532,Need Attention
13293.0,136,4,857.59,2,4,3,243,At Risk
13294.0,243,1,815.79,1,1,3,113,Lost
13295.0,8,2,585.87,5,2,3,523,New Customers
13296.0,20,5,705.11,4,4,3,443,Champions
13297.0,19,2,1972.77,4,2,5,425,New Customers
13299.0,20,2,1076.2,4,2,4,424,New Customers
13300.0,170,1,314.98,2,1,2,212,Lost
13302.0,123,1,95.45,2,1,1,211,Lost
13304.0,52,3,917.57,3,3,4,334,Potential Loyalists
13305.0,28,4,1352.05,4,4,4,444,Champions
13306.0,26,1,53.65,4,1,1,411,New Customers
13307.0,84,2,258.34,2,2,2,222,Lost
13308.0,193,1,284.86,1,1,2,112,Lost
13312.0,47,1,124.75,3,1,1,311,Need Attention
13313.0,76,7,1890.0,3,5,4,354,Loyal Customers
13315.0,285,1,310.26,1,1,2,112,Lost
13316.0,9,4,5897.610000000001,5,4,5,545,Champions
13317.0,3,11,3120.55,5,5,5,555,Champions
13319.0,7,28,8486.82,5,5,5,555,Champions
13320.0,30,2,679.4,4,2,3,423,New Customers
13324.0,25,8,3391.52,4,5,5,455,Champions
13326.0,28,1,281.76,4,1,2,412,New Customers
13327.0,8,11,4675.91,5,5,5,555,Champions
13329.0,28,4,3355.17,4,4,5,445,Champions
13330.0,51,3,1665.25,3,3,4,334,Potential Loyalists
13333.0,8,3,1015.74,5,3,4,534,Need Attention
13334.0,133,2,2726.93,2,2,5,225,Lost
13337.0,143,1,1575.26,2,1,4,214,Lost
13338.0,138,3,1958.6,2,3,4,234,Need Attention
13340.0,14,5,11364.08,5,4,5,545,Champions
13346.0,59,6,299.4,3,5,2,352,Loyal Customers
13357.0,90,4,3228.41,2,4,5,245,At Risk
13360.0,28,4,1553.65,4,4,4,444,Champions
13361.0,68,2,1450.5,3,2,4,324,Need Attention
13362.0,4,2,1563.56,5,2,4,524,New Customers
13363.0,6,1,731.36,5,1,3,513,New Customers
13367.0,28,1,510.20000000000005,4,1,3,413,New Customers
13368.0,11,2,498.1,5,2,3,523,New Customers
13371.0,101,2,2297.66,2,2,5,225,Lost
13373.0,12,3,4274.94,5,3,5,535,Need Attention
13374.0,11,2,422.8,5,2,2,522,New Customers
13375.0,41,1,1013.58,3,1,4,314,Need Attention
13377.0,242,1,815.32,1,1,3,113,Lost
13380.0,29,1,62.4,4,1,1,411,New Customers
13381.0,37,5,3941.17,3,4,5,345,Loyal Customers
13382.0,25,4,1164.59,4,4,4,444,Champions
13383.0,140,1,305.28000000000003,2,1,2,212,Lost
13384.0,45,3,1940.79,3,3,4,334,Potential Loyalists
13386.0,11,2,835.46,5,2,3,523,New Customers
13387.0,13,1,189.44,5,1,1,511,New Customers
13388.0,200,1,508.55,1,1,3,113,Lost
13392.0,274,1,91.14,1,1,1,111,Lost
13393.0,180,4,1131.45,1,4,4,144,At Risk
13394.0,1,10,3776.74,5,5,5,555,Champions
13395.0,18,1,512.88,4,1,3,413,New Customers
13397.0,34,5,1647.74,3,4,4,344,Loyal Customers
13398.0,45,1,213.0,3,1,1,311,Need Attention
13399.0,60,3,275.4,3,3,2,332,Potential Loyalists
13400.0,179,1,310.83,1,1,2,112,Lost
13402.0,102,2,605.62,2,2,3,223,Lost
13403.0,320,1,78.6,1,1,1,111,Lost
13405.0,78,3,641.36,2,3,3,233,Need Attention
13406.0,23,2,568.92,4,2,3,423,New Customers
13407.0,175,3,2244.7,1,3,5,135,Need Attention
13408.0,7,39,19997.362,5,5,5,555,Champions
13410.0,40,3,982.9,3,3,4,334,Potential Loyalists
13412.0,216,1,487.34999999999997,1,1,3,113,Lost
13413.0,236,6,429.44,1,5,2,152,At Risk
13414.0,59,3,1103.64,3,3,4,334,Potential Loyalists
13415.0,69,4,800.67,3,4,3,343,Loyal Customers
13416.0,333,1,228.3,1,1,1,111,Lost
13417.0,144,4,1028.66,2,4,4,244,At Risk
13418.0,3,11,4854.17,5,5,5,555,Champions
13421.0,2,6,2252.04,5,5,5,555,Champions
13423.0,25,1,217.03,4,1,1,411,New Customers
13424.0,46,1,572.77,3,1,3,313,Need Attention
13425.0,105,2,1779.42,2,2,4,224,Lost
13426.0,12,10,3748.08,5,5,5,555,Champions
13427.0,74,3,423.93,3,3,2,332,Potential Loyalists
13428.0,111,2,281.51,2,2,2,222,Lost
13431.0,2,6,2047.14,5,5,5,555,Champions
13432.0,168,2,439.1,2,2,2,222,Lost
13433.0,97,4,658.3199999999999,2,4,3,243,At Risk
13434.0,56,2,716.1,3,2,3,323,Need Attention
13435.0,96,1,323.85,2,1,2,212,Lost
13438.0,143,1,46.5,2,1,1,211,Lost
13439.0,122,1,284.28000000000003,2,1,2,212,Lost
13440.0,20,7,1295.25,4,5,4,454,Champions
13441.0,28,1,424.26,4,1,2,412,New Customers
13442.0,263,3,419.87,1,3,2,132,Need Attention
13443.0,45,6,1280.16,3,5,4,354,Loyal Customers
13444.0,102,1,135.29,2,1,1,211,Lost
13445.0,222,1,241.89999999999998,1,1,2,112,Lost
13446.0,26,11,3881.89,4,5,5,455,Champions
13448.0,34,6,4347.96,3,5,5,355,Loyal Customers
13450.0,54,6,1775.78,3,5,4,354,Loyal Customers
13451.0,42,5,3768.36,3,4,5,345,Loyal Customers
13452.0,69,1,139.8,3,1,1,311,Need Attention
13454.0,237,1,219.87,1,1,1,111,Lost
13455.0,49,4,1154.65,3,4,4,344,Loyal Customers
13457.0,285,2,148.22,1,2,1,121,Lost
13459.0,221,2,1160.4099999999999,1,2,4,124,Lost
13461.0,3,3,2715.0,5,3,5,535,Need Attention
13462.0,7,4,1002.35,5,4,4,544,Champions
13464.0,14,4,1301.82,5,4,4,544,Champions
13465.0,42,2,931.12,3,2,4,324,Need Attention
13466.0,5,4,705.45,5,4,3,543,Champions
13468.0,5,31,6347.07,5,5,5,555,Champions
13469.0,249,1,82.4,1,1,1,111,Lost
13472.0,60,2,592.24,3,2,3,323,Need Attention
13473.0,171,6,2235.12,2,5,5,255,At Risk
13474.0,40,2,434.2,3,2,2,322,Need Attention
13476.0,3,3,823.0,5,3,3,533,Need Attention
13477.0,52,5,1379.59,3,4,4,344,Loyal Customers
13478.0,66,5,2215.78,3,4,5,345,Loyal Customers
13479.0,49,2,550.42,3,2,3,323,Need Attention
13480.0,13,2,627.82,5,2,3,523,New Customers
13481.0,104,5,1575.33,2,4,4,244,At Risk
13482.0,224,1,151.45,1,1,1,111,Lost
13484.0,236,1,165.78,1,1,1,111,Lost
13485.0,19,6,1953.4,4,5,4,454,Champions
13487.0,102,2,271.47,2,2,2,222,Lost
13488.0,13,9,4882.65,5,5,5,555,Champions
13490.0,250,1,154.25,1,1,1,111,Lost
13491.0,19,16,3167.9900000000002,4,5,5,455,Champions
13495.0,21,4,2198.87,4,4,5,445,Champions
13497.0,109,4,818.78,2,4,3,243,At Risk
13498.0,326,1,327.38,1,1,2,112,Lost
13501.0,83,2,1544.79,2,2,4,224,Lost
13502.0,12,2,488.5,5,2,3,523,New Customers
13503.0,76,5,1688.54,3,4,4,344,Loyal Customers
13506.0,12,2,657.8100000000001,5,2,3,523,New Customers
13508.0,239,1,176.07999999999998,1,1,1,111,Lost
13509.0,104,1,135.0,2,1,1,211,Lost
13510.0,12,6,2309.77,5,5,5,555,Champions
13511.0,273,1,282.76,1,1,2,112,Lost
13512.0,77,2,273.96000000000004,3,2,2,322,Need Attention
13513.0,37,2,619.49,3,2,3,323,Need Attention
13514.0,25,3,663.7,4,3,3,433,Need Attention
13515.0,45,2,374.7,3,2,2,322,Need Attention
13516.0,14,1,295.85,5,1,2,512,New Customers
13519.0,39,1,220.46,3,1,1,311,Need Attention
13520.0,73,4,2518.7,3,4,5,345,Loyal Customers
13526.0,335,2,1182.0,1,2,4,124,Lost
13527.0,15,5,2396.23,5,4,5,545,Champions
13530.0,230,1,402.97999999999996,1,1,2,112,Lost
13531.0,95,4,949.27,2,4,4,244,At Risk
13534.0,11,9,1612.62,5,5,4,554,Champions
13537.0,22,2,717.85,4,2,3,423,New Customers
13538.0,16,4,1106.34,4,4,4,444,Champions
13539.0,17,4,938.02,4,4,4,444,Champions
13540.0,63,3,632.39,3,3,3,333,Potential Loyalists
13541.0,23,2,785.25,4,2,3,423,New Customers
13542.0,22,16,3836.4700000000003,4,5,5,455,Champions
13543.0,231,2,1439.6100000000001,1,2,4,124,Lost
13544.0,8,4,537.59,5,4,3,543,Champions
13545.0,141,1,124.14,2,1,1,211,Lost
13546.0,20,1,192.41,4,1,1,411,New Customers
13547.0,4,1,175.53,5,1,1,511,New Customers
13548.0,68,1,226.57999999999998,3,1,1,311,Need Attention
13551.0,262,1,152.39999999999998,1,1,1,111,Lost
13552.0,25,10,3238.85,4,5,5,455,Champions
13553.0,271,1,517.8,1,1,3,113,Lost
13554.0,13,5,1105.29,5,4,4,544,Champions
13555.0,8,8,4045.58,5,5,5,555,Champions
13556.0,25,2,200.82,4,2,1,421,New Customers
13557.0,11,11,2448.2,5,5,5,555,Champions
13559.0,109,2,990.0,2,2,4,224,Lost
13561.0,1,9,1507.15,5,5,4,554,Champions
13562.0,125,4,2277.55,2,4,5,245,At Risk
13564.0,7,32,13654.82,5,5,5,555,Champions
13565.0,7,1,174.57999999999998,5,1,1,511,New Customers
13566.0,31,3,833.41,4,3,3,433,Need Attention
13567.0,25,4,1083.69,4,4,4,444,Champions
13569.0,25,1,238.5,4,1,2,412,New Customers
13571.0,5,12,2090.53,5,5,5,555,Champions
13573.0,45,2,138.57,3,2,1,321,Need Attention
13574.0,8,1,421.25,5,1,2,512,New Customers
13576.0,39,9,4043.3700000000003,3,5,5,355,Loyal Customers
13577.0,17,6,1602.38,4,5,4,454,Champions
13578.0,6,1,147.66,5,1,1,511,New Customers
13579.0,52,2,708.25,3,2,3,323,Need Attention
13580.0,2,1,107.75,5,1,1,511,New Customers
13581.0,10,1,162.53,5,1,1,511,New Customers
13582.0,214,1,77.5,1,1,1,111,Lost
13583.0,276,1,664.001,1,1,3,113,Lost
13584.0,95,2,250.05,2,2,2,222,Lost
13585.0,127,3,684.54,2,3,3,233,Need Attention
13586.0,138,1,131.53,2,1,1,211,Lost
13587.0,46,3,961.1,3,3,4,334,Potential Loyalists
13589.0,46,4,741.09,3,4,3,343,Loyal Customers
13590.0,5,10,3686.38,5,5,5,555,Champions
13591.0,32,4,976.8100000000001,4,4,4,444,Champions
13593.0,49,8,3030.21,3,5,5,355,Loyal Customers
13594.0,82,1,136.35000000000002,2,1,1,211,Lost
13595.0,113,3,818.22,2,3,3,233,Need Attention
13598.0,92,4,609.42,2,4,3,243,At Risk
13599.0,27,10,4141.1,4,5,5,455,Champions
13600.0,230,1,298.9,1,1,2,112,Lost
13601.0,142,1,207.58,2,1,1,211,Lost
13602.0,32,2,458.58000000000004,4,2,2,422,New Customers
13604.0,255,1,717.62,1,1,3,113,Lost
13605.0,167,1,169.89,2,1,1,211,Lost
13608.0,137,1,236.2,2,1,1,211,Lost
13609.0,190,1,167.35,1,1,1,111,Lost
13610.0,39,6,931.56,3,5,4,354,Loyal Customers
13611.0,69,5,1482.16,3,4,4,344,Loyal Customers
13612.0,229,1,818.29,1,1,3,113,Lost
13613.0,49,5,1039.8500000000001,3,4,4,344,Loyal Customers
13614.0,148,1,304.85,2,1,2,212,Lost
13615.0,13,6,4554.6900000000005,5,5,5,555,Champions
13616.0,165,2,288.1,2,2,2,222,Lost
13617.0,4,5,734.57,5,4,3,543,Champions
13619.0,141,2,231.69,2,2,1,221,Lost
13620.0,124,1,112.34,2,1,1,211,Lost
13622.0,293,1,658.95,1,1,3,113,Lost
13623.0,24,4,1610.14,4,4,4,444,Champions
13625.0,193,1,301.26,1,1,2,112,Lost
13627.0,84,2,607.43,2,2,3,223,Lost
13628.0,272,1,310.14,1,1,2,112,Lost
13629.0,10,8,5578.5,5,5,5,555,Champions
13632.0,172,2,881.99,2,2,3,223,Lost
13634.0,49,8,3049.43,3,5,5,355,Loyal Customers
13635.0,39,3,1928.1299999999999,3,3,4,334,Potential Loyalists
13639.0,33,1,312.93,4,1,2,412,New Customers
13640.0,207,1,405.0,1,1,2,112,Lost
13641.0,237,5,1016.47,1,4,4,144,At Risk
13642.0,29,3,159.92,4,3,1,431,Need Attention
13643.0,13,5,992.4200000000001,5,4,4,544,Champions
13647.0,91,4,1393.56,2,4,4,244,At Risk
13648.0,4,7,1715.17,5,5,4,554,Champions
13649.0,73,3,728.51,3,3,3,333,Potential Loyalists
13650.0,123,3,1141.06,2,3,4,234,Need Attention
13652.0,24,2,1166.97,4,3,4,434,Need Attention
13653.0,84,1,152.2,2,1,1,211,Lost
13654.0,8,4,2615.47,5,4,5,545,Champions
13655.0,16,3,1061.06,4,3,4,434,Need Attention
13656.0,96,2,699.2,2,3,3,233,Need Attention
13658.0,89,3,2705.53,2,3,5,235,Need Attention
13659.0,12,10,3321.68,5,5,5,555,Champions
13661.0,199,1,325.24,1,1,2,112,Lost
13662.0,35,6,1148.1,3,5,4,354,Loyal Customers
13663.0,15,3,1734.29,5,3,4,534,Need Attention
13665.0,18,2,1253.3799999999999,4,3,4,434,Need Attention
13666.0,16,2,43.25,4,3,1,431,Need Attention
13668.0,27,12,5832.06,4,5,5,455,Champions
13669.0,3,1,195.0,5,1,1,511,New Customers
13672.0,327,1,233.53000000000003,1,1,1,111,Lost
13674.0,29,1,240.68,4,1,2,412,New Customers
13676.0,135,2,243.9,2,3,2,232,Need Attention
13677.0,1,2,556.1899999999999,5,3,3,533,Need Attention
13679.0,90,3,281.26,2,3,2,232,Need Attention
13680.0,68,8,7713.25,3,5,5,355,Loyal Customers
13683.0,54,1,258.6,3,1,2,312,Need Attention
13684.0,159,2,396.92,2,3,2,232,Need Attention
13687.0,34,1,11880.84,3,1,5,315,Need Attention
13688.0,231,1,375.5,1,1,2,112,Lost
13689.0,41,1,349.5,3,1,2,312,Need Attention
13692.0,5,2,1626.08,5,3,4,534,Need Attention
13693.0,71,7,1374.17,3,5,4,354,Loyal Customers
13694.0,24,91,124621.35,4,5,5,455,Champions
13695.0,174,1,266.6,2,1,2,212,Lost
13696.0,18,3,2020.4,4,3,5,435,Need Attention
13698.0,193,2,465.53000000000003,1,3,3,133,Need Attention
13699.0,147,1,455.57,2,1,2,212,Lost
13700.0,14,3,348.34,5,3,2,532,Need Attention
13701.0,43,1,161.0,3,1,1,311,Need Attention
13702.0,42,1,135.18,3,1,1,311,Need Attention
13703.0,12,1,326.06,5,1,2,512,New Customers
13705.0,38,4,1005.33,3,4,4,344,Loyal Customers
13706.0,223,1,300.38,1,1,2,112,Lost
13707.0,26,3,2559.45,4,3,5,435,Need Attention
13709.0,42,5,1263.7,3,4,4,344,Loyal Customers
13710.0,20,2,329.04,4,3,2,432,Need Attention
13711.0,2,7,1540.2,5,5,4,554,Champions
13712.0,207,1,537.58,1,1,3,113,Lost
13713.0,4,3,743.26,5,3,3,533,Need Attention
13714.0,62,1,161.35,3,1,1,311,Need Attention
13715.0,27,11,6095.1,4,5,5,455,Champions
13717.0,53,2,318.29,3,3,2,332,Potential Loyalists
13719.0,75,5,1277.94,3,4,4,344,Loyal Customers
13722.0,17,7,3260.0,4,5,5,455,Champions
13723.0,11,4,846.53,5,4,3,543,Champions
13724.0,233,1,213.01,1,1,1,111,Lost
13727.0,208,6,746.57,1,5,3,153,At Risk
13728.0,19,9,1635.58,4,5,4,454,Champions
13729.0,32,3,724.73,4,3,3,433,Need Attention
13733.0,7,2,487.03000000000003,5,3,3,533,Need Attention
13734.0,105,4,6701.640000000001,2,4,5,245,At Risk
13735.0,123,6,3671.93,2,5,5,255,At Risk
13736.0,22,5,2034.31,4,4,5,445,Champions
13739.0,124,1,75.3,2,1,1,211,Lost
13740.0,12,4,1247.02,5,4,4,544,Champions
13745.0,142,1,477.32,2,1,3,213,Lost
13746.0,10,1,176.69,5,1,1,511,New Customers
13747.0,21,1,90.19999999999999,4,1,1,411,New Customers
13748.0,14,2,580.3,5,3,3,533,Need Attention
13750.0,9,4,1264.2,5,4,4,544,Champions
13752.0,124,1,404.45000000000005,2,1,2,212,Lost
13753.0,194,3,1353.31,1,3,4,134,Need Attention
13754.0,33,1,164.45000000000002,4,1,1,411,New Customers
13756.0,18,7,2136.82,4,5,5,455,Champions
13757.0,271,1,195.55,1,1,1,111,Lost
13758.0,21,6,4464.77,4,5,5,455,Champions
13760.0,132,2,674.04,2,3,3,233,Need Attention
13761.0,99,4,881.52,2,4,3,243,At Risk
13762.0,189,4,2165.76,1,4,5,145,At Risk
13763.0,14,2,3502.48,5,3,5,535,Need Attention
13764.0,165,3,1431.5,2,3,4,234,Need Attention
13765.0,250,1,352.821,1,1,2,112,Lost
13766.0,91,1,190.35,2,1,1,211,Lost
13767.0,3,26,12760.93,5,5,5,555,Champions
13768.0,323,2,875.97,1,3,3,133,Need Attention
13769.0,7,10,2681.61,5,5,5,555,Champions
13770.0,18,4,785.37,4,4,3,443,Champions
13771.0,130,5,3094.37,2,4,5,245,At Risk
13772.0,109,3,1096.34,2,3,4,234,Need Attention
13773.0,256,1,91.4,1,1,1,111,Lost
13775.0,187,1,1049.66,1,1,4,114,Lost
13776.0,24,2,623.98,4,3,3,433,Need Attention
13777.0,12,24,17039.3,5,5,5,555,Champions
13778.0,87,3,945.79,2,3,4,234,Need Attention
13779.0,112,1,161.13,2,1,1,211,Lost
13780.0,3,1,375.81,5,1,2,512,New Customers
13781.0,188,2,650.99,1,3,3,133,Need Attention
13782.0,50,7,881.72,3,5,3,353,Loyal Customers
13783.0,84,4,1542.09,2,4,4,244,At Risk
13784.0,31,3,447.44,4,3,2,432,Need Attention
13785.0,25,4,542.49,4,4,3,443,Champions
13786.0,185,4,2253.2400000000002,1,4,5,145,At Risk
13787.0,55,4,913.46,3,4,4,344,Loyal Customers
13788.0,101,1,3.75,2,1,1,211,Lost
13792.0,19,1,188.4,4,1,1,411,New Customers
13793.0,243,1,96.0,1,1,1,111,Lost
13794.0,143,1,126.03,2,1,1,211,Lost
13795.0,1,3,621.95,5,3,3,533,Need Attention
13796.0,95,1,289.7,2,1,2,212,Lost
13797.0,33,3,1179.45,4,3,4,434,Need Attention
13798.0,14,46,33558.88,5,5,5,555,Champions
13799.0,41,7,2114.71,3,5,5,355,Loyal Customers
13800.0,26,2,1121.24,4,3,4,434,Need Attention
13802.0,17,15,19363.77,4,5,5,455,Champions
13803.0,28,2,1061.84,4,3,4,434,Need Attention
13804.0,31,2,572.73,4,3,3,433,Need Attention
13807.0,170,2,309.6,2,3,2,232,Need Attention
13809.0,57,1,127.05000000000001,3,1,1,311,Need Attention
13813.0,124,4,1398.61,2,4,4,244,At Risk
13814.0,123,1,678.2,2,1,3,213,Lost
13815.0,3,4,3448.38,5,4,5,545,Champions
13818.0,26,1,61.28,4,1,1,411,New Customers
13819.0,265,3,1502.0,1,3,4,134,Need Attention
13820.0,15,3,660.65,5,3,3,533,Need Attention
13821.0,290,3,692.2,1,3,3,133,Need Attention
13823.0,84,4,1929.92,2,4,4,244,At Risk
13824.0,11,6,1494.72,5,5,4,554,Champions
13825.0,218,2,255.59,1,3,2,132,Need Attention
13829.0,17,1,102.0,4,1,1,411,New Customers
13830.0,178,1,156.85000000000002,1,1,1,111,Lost
13831.0,18,12,4412.59,4,5,5,455,Champions
13832.0,18,1,561.49,4,1,3,413,New Customers
13834.0,173,2,324.19,2,3,2,232,Need Attention
13835.0,116,3,260.7,2,3,2,232,Need Attention
13836.0,11,1,320.87,5,1,2,512,New Customers
13838.0,22,6,1036.25,4,5,4,454,Champions
13839.0,83,1,139.95000000000002,2,1,1,211,Lost
13840.0,13,1,651.4,5,1,3,513,New Customers
13842.0,12,9,1933.72,5,5,4,554,Champions
13847.0,316,1,310.72,1,1,2,112,Lost
13848.0,3,5,1760.0,5,4,4,544,Champions
13849.0,30,2,1426.81,4,3,4,434,Need Attention
13851.0,38,3,566.0,3,3,3,333,Potential Loyalists
13852.0,207,1,187.35000000000002,1,1,1,111,Lost
13854.0,14,12,3368.81,5,5,5,555,Champions
13855.0,97,4,1310.3400000000001,2,4,4,244,At Risk
13856.0,59,8,753.53,3,5,3,353,Loyal Customers
13857.0,18,4,875.71,4,4,3,443,Champions
13859.0,125,1,314.7,2,1,2,212,Lost
13861.0,25,2,273.26,4,3,2,432,Need Attention
13863.0,62,3,933.77,3,3,4,334,Potential Loyalists
13869.0,48,5,3909.21,3,4,5,345,Loyal Customers
13870.0,27,6,2589.94,4,5,5,455,Champions
13871.0,25,4,1482.6,4,4,4,444,Champions
13872.0,123,3,919.57,2,3,4,234,Need Attention
13873.0,21,4,527.67,4,4,3,443,Champions
13874.0,101,6,1508.7,2,5,4,254,At Risk
13875.0,52,8,2726.28,3,5,5,355,Loyal Customers
13877.0,66,2,332.44,3,3,2,332,Potential Loyalists
13878.0,144,3,1191.53,2,3,4,234,Need Attention
13879.0,242,1,395.5,1,1,2,112,Lost
13880.0,5,4,1074.09,5,4,4,544,Champions
13881.0,14,20,26718.3,5,5,5,555,Champions
13883.0,28,9,3696.84,4,5,5,455,Champions
13884.0,66,1,254.4,3,1,2,312,Need Attention
13888.0,1,5,1563.42,5,4,4,544,Champions
13889.0,42,4,1439.33,3,4,4,344,Loyal Customers
13890.0,178,3,730.2900000000001,1,3,3,133,Need Attention
13891.0,11,2,764.31,5,3,3,533,Need Attention
13892.0,74,2,634.68,3,3,3,333,Potential Loyalists
13895.0,112,2,1415.45,2,3,4,234,Need Attention
13896.0,222,1,388.55,1,1,2,112,Lost
13897.0,35,2,849.56,3,3,3,333,Potential Loyalists
13898.0,7,1,530.47,5,1,3,513,New Customers
13900.0,100,2,582.92,2,3,3,233,Need Attention
13901.0,81,9,2516.2799999999997,2,5,5,255,At Risk
13902.0,229,5,34095.26,1,4,5,145,At Risk
13905.0,329,1,312.65,1,1,2,112,Lost
13906.0,5,1,42.0,5,1,1,511,New Customers
13907.0,288,1,136.8,1,1,1,111,Lost
13909.0,19,2,286.6,4,3,2,432,Need Attention
13911.0,72,10,1388.49,3,5,4,354,Loyal Customers
13912.0,20,1,124.95,4,1,1,411,New Customers
13913.0,103,1,42.22,2,1,1,211,Lost
13916.0,60,4,1275.81,3,4,4,344,Loyal Customers
13919.0,21,2,975.87,4,3,4,434,Need Attention
13920.0,28,4,1774.68,4,4,4,444,Champions
13921.0,20,3,543.6,4,3,3,433,Need Attention
13922.0,33,2,692.95,4,3,3,433,Need Attention
13927.0,33,1,359.27,4,1,2,412,New Customers
13929.0,13,9,2651.45,5,5,5,555,Champions
13931.0,12,7,3720.57,5,5,5,555,Champions
13935.0,193,3,6116.92,1,3,5,135,Need Attention
13936.0,10,1,408.18,5,1,2,512,New Customers
13939.0,27,4,992.41,4,4,4,444,Champions
13941.0,8,9,4513.42,5,5,5,555,Champions
13942.0,131,1,320.0,2,1,2,212,Lost
13943.0,174,1,246.54,2,1,2,212,Lost
13944.0,249,1,200.43,1,1,1,111,Lost
13945.0,76,1,515.65,3,1,3,313,Need Attention
13946.0,231,2,760.95,1,3,3,133,Need Attention
13948.0,8,3,446.76,5,3,2,532,Need Attention
13952.0,26,11,8691.65,4,5,5,455,Champions
13953.0,5,5,3125.0,5,4,5,545,Champions
13957.0,14,3,458.25,5,3,2,532,Need Attention
13958.0,108,7,3943.51,2,5,5,255,At Risk
13959.0,20,2,341.3,4,3,2,432,Need Attention
13962.0,32,1,193.25,4,1,1,411,New Customers
13963.0,6,11,1642.67,5,5,4,554,Champions
13964.0,27,1,305.65,4,1,2,412,New Customers
13965.0,73,3,996.61,3,3,4,334,Potential Loyalists
13966.0,32,1,390.86,4,1,2,412,New Customers
